admin1Pcode,admin2Pcode,year,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvest_kg_rai
TH73,TH7302,2020,26451,26219,18983,718,724
TH73,TH7303,2012,42863,41530,32269,753,777
TH73,TH7303,2013,38455,38455,30033,781,781
TH73,TH7303,2014,35622,35622,27714,778,778
TH73,TH7303,2015,34822,34536,26558,763,769
TH73,TH7303,2016,35090,34865,26393,752,757
TH73,TH7303,2017,34119,33598,25635,751,763
TH73,TH7303,2018,34073,33968,26121,767,769
TH73,TH7303,2020,34120,33990,26274,770,773
TH73,TH7304,2012,30479,29564,20370,668,689
TH73,TH7304,2013,30553,30413,20924,685,688
TH73,TH7304,2014,29082,29082,19747,679,679
TH73,TH7304,2015,24473,24102,16197,662,672
TH73,TH7304,2016,21312,21225,14582,684,687
TH73,TH7304,2017,21529,21472,14794,687,689
TH73,TH7304,2018,17783,17736,12593,708,710
TH73,TH7304,2020,17589,17506,12657,720,723
TH73,TH7305,2012,217040,216350,170051,784,786
TH73,TH7305,2013,216323,215823,168989,781,783
TH73,TH7305,2014,201355,200955,152123,755,757
TH73,TH7305,2015,198961,196343,146276,735,745
TH73,TH7305,2016,192329,191640,140664,731,734
TH73,TH7305,2017,184113,183007,137255,745,750
TH73,TH7305,2018,167611,166015,125673,750,757
TH73,TH7305,2020,163029,162515,124649,765,767
TH73,TH7306,2012,10731,10512,7779,725,740
TH73,TH7306,2013,11636,11636,8541,734,734
TH73,TH7306,2014,10385,10385,7560,728,728
TH73,TH7306,2015,7852,7824,5649,719,722
TH73,TH7306,2016,7429,7385,5384,725,729
TH73,TH7306,2017,7537,7507,5495,729,732
TH73,TH7306,2018,5751,5731,4218,733,736
TH73,TH7306,2020,5964,5933,4379,734,738
TH73,TH7307,2012,12984,12951,9519,733,735
TH73,TH7307,2013,13985,13960,10498,751,752
TH73,TH7307,2014,12526,12526,9357,747,747
TH73,TH7307,2015,12111,12088,9006,744,745
TH73,TH7307,2016,13914,13880,10146,729,731
TH73,TH7307,2017,14283,14261,10468,733,734
TH73,TH7307,2018,13600,13592,10126,745,745
TH73,TH7307,2020,11975,11954,9025,754,755
TH74,TH7401,2012,583,571,400,686,701
TH74,TH7401,2013,603,598,420,697,702
TH74,TH7401,2014,505,505,351,695,695
TH74,TH7401,2015,206,206,144,699,699
TH74,TH7401,2016,196,196,128,653,653
TH74,TH7401,2017,176,176,116,659,659
TH74,TH7401,2018,132,132,87,659,659
TH74,TH7401,2020,164,164,109,665,665
TH74,TH7402,2012,4991,4958,3178,637,641
TH74,TH7402,2013,4732,4697,3274,692,697
TH74,TH7402,2014,4496,4461,3127,696,701
TH74,TH7402,2015,3503,3496,2461,703,704
TH74,TH7402,2016,2872,2842,2004,698,705
TH74,TH7402,2017,2554,2542,1782,698,701
TH74,TH7402,2018,2213,2208,1550,700,702
TH74,TH7402,2020,2789,2764,1940,696,702
TH74,TH7403,2012,8544,8459,6006,703,710
TH74,TH7403,2013,8062,8002,5689,706,711
TH74,TH7403,2014,6542,6490,4595,702,708
TH74,TH7403,2015,4284,4256,3005,701,706
TH74,TH7403,2016,2980,2940,2076,697,706
TH74,TH7403,2017,2492,2484,1779,714,716
TH74,TH7403,2018,2296,2289,1616,704,706
TH75,TH7503,2012,3554,3490,2272,639,651
TH75,TH7503,2013,4177,4177,2970,711,711
TH75,TH7503,2014,3759,3759,2639,702,702
TH75,TH7503,2015,3562,3562,2511,705,705
TH75,TH7503,2016,2639,2634,1852,702,703
TH75,TH7503,2017,2040,2040,1444,708,708
TH75,TH7503,2018,2210,2200,1544,699,702
TH75,TH7503,2020,2229,2222,1540,691,693
TH76,TH7601,2012,95367,95290,62606,656,657
TH76,TH7601,2013,93330,90439,63398,679,701
TH76,TH7601,2014,90015,86546,60842,676,703
TH76,TH7601,2015,84405,83696,59006,699,705
TH76,TH7601,2016,83474,81331,56769,680,698
TH76,TH7601,2017,84672,82707,57481,679,695
TH76,TH7601,2018,86351,86248,61409,711,712
TH76,TH7601,2020,83105,82662,57781,695,699
TH76,TH7602,2012,61874,61756,44650,722,723
TH76,TH7602,2013,62689,62476,44983,718,720
TH76,TH7602,2014,59169,59169,42247,714,714
TH76,TH7602,2015,57888,57562,40581,701,705
TH76,TH7602,2016,56485,56303,39637,702,704
TH76,TH7602,2017,55621,55147,38713,696,702
TH76,TH7602,2018,54566,54483,38356,703,704
TH76,TH7602,2020,53772,53390,37587,699,704
TH76,TH7603,2012,2415,2402,1362,564,567
TH76,TH7603,2013,2501,2481,1419,567,572
TH76,TH7603,2014,2280,2280,1190,522,522
TH76,TH7603,2015,1918,1881,972,507,517
TH76,TH7603,2016,1873,1869,972,519,520
TH76,TH7603,2017,1668,1646,867,520,527
TH76,TH7603,2018,1777,1767,926,521,524
TH76,TH7603,2020,1864,1815,949,509,523
TH76,TH7604,2012,22588,22569,15866,702,703
TH76,TH7604,2013,23939,23889,16913,707,708
TH76,TH7604,2014,23568,21888,15256,647,697
TH76,TH7604,2015,23027,22642,15736,683,695
TH76,TH7604,2016,21724,21613,14978,689,693
TH76,TH7604,2017,21313,21253,14473,679,681
TH76,TH7604,2018,22096,21980,14924,675,679
TH76,TH7604,2020,22078,21912,14944,677,682
TH76,TH7605,2012,56637,56631,42360,748,748
TH76,TH7605,2013,56837,56758,42512,748,749
TH76,TH7605,2014,54099,52420,37323,690,712
TH76,TH7605,2015,53245,53124,37665,707,709
TH76,TH7605,2016,52509,51912,36598,697,705
TH76,TH7605,2017,51983,51830,36696,706,708
TH76,TH7605,2018,50853,50325,36284,714,721
TH76,TH7606,2012,61457,61285,45719,744,746
TH76,TH7606,2013,62152,60992,45622,734,748
TH76,TH7606,2014,60245,59944,42680,708,712
TH76,TH7606,2015,58685,58322,41234,703,707
TH76,TH7606,2016,57528,56840,39902,694,702
TH76,TH7606,2017,58862,58156,41000,697,705
TH76,TH7606,2018,58378,58212,41738,715,717
TH76,TH7606,2020,58514,58303,41687,712,715
TH76,TH7607,2012,16102,16096,9336,580,580
TH76,TH7607,2013,16797,16066,9624,573,599
TH76,TH7607,2014,16627,16627,9910,596,596
TH76,TH7607,2015,15438,14433,8588,556,595
TH76,TH7607,2016,14563,13347,7995,549,599
TH76,TH7607,2017,15242,15122,9103,597,602
TH76,TH7607,2018,15539,15349,9317,600,607
TH76,TH7607,2020,10132,10024,6095,602,608
TH76,TH7608,2012,3831,3781,1974,515,522
TH76,TH7608,2013,3593,3559,1922,535,540
TH76,TH7608,2014,3326,3272,1783,536,545
TH76,TH7608,2015,1672,1598,845,505,529
TH76,TH7608,2016,1652,1646,882,534,536
TH76,TH7608,2017,1796,1753,952,530,543
TH76,TH7608,2018,2189,2162,1165,532,539
TH76,TH7608,2020,2517,2481,1345,534,542
TH77,TH7701,2012,1650,1591,767,465,482
TH77,TH7701,2013,1945,1862,953,490,512
TH77,TH7701,2014,1764,1715,876,497,511
TH77,TH7701,2015,542,536,261,482,487
TH77,TH7701,2016,164,158,75,457,475
TH77,TH7701,2017,97,97,46,474,474
TH77,TH7701,2018,308,308,159,516,516
TH77,TH7701,2020,914,882,449,491,509
TH77,TH7702,2012,24695,23484,14137,572,602
TH77,TH7702,2013,24758,23922,14473,585,605
TH77,TH7702,2014,23275,21994,12910,555,587
TH77,TH7702,2015,7994,7480,4301,538,575
TH77,TH7702,2016,886,713,405,457,568
TH77,TH7702,2017,1602,1437,825,515,574
TH77,TH7702,2018,6209,6090,3502,564,575
TH77,TH7702,2020,7506,7402,4278,570,578
TH77,TH7703,2012,3334,3159,1526,458,483
TH77,TH7703,2013,2860,2855,1410,493,494
TH77,TH7703,2014,3464,3344,1598,461,478
TH77,TH7703,2015,3186,3158,1491,468,472
TH77,TH7703,2016,1579,1540,713,452,463
TH77,TH7703,2017,1630,1607,747,458,465
TH77,TH7703,2018,1890,1803,842,446,467
TH77,TH7703,2020,1984,1940,923,465,476
TH77,TH7704,2012,1675,1591,589,352,370
TH77,TH7704,2013,1672,1562,530,317,339
TH77,TH7704,2014,2103,2042,782,372,383
TH77,TH7704,2015,1299,1299,569,438,438
TH77,TH7704,2016,1059,910,379,358,416
TH77,TH7704,2017,1191,1041,459,385,441
TH77,TH7704,2018,1299,1261,567,436,450
TH77,TH7704,2020,1363,1326,599,439,452
TH77,TH7705,2012,230,222,103,448,464
TH77,TH7705,2013,218,218,101,463,463
TH77,TH7705,2014,338,322,150,444,466
TH77,TH7705,2015,332,332,151,455,455
TH77,TH7705,2016,340,340,154,453,453
TH77,TH7705,2017,327,327,153,468,468
TH77,TH7705,2018,272,272,132,485,485
TH77,TH7705,2020,237,237,119,502,502
TH77,TH7706,2012,2529,2453,1450,573,591
TH77,TH7706,2013,2442,2332,1381,566,592
TH77,TH7706,2014,2681,2595,1484,554,572
TH77,TH7706,2015,1052,1024,584,555,570
TH77,TH7706,2016,716,711,402,561,565
TH77,TH7706,2017,567,558,317,559,568
TH77,TH7706,2018,1486,1473,913,614,620
TH77,TH7706,2020,1687,1673,997,591,596
TH77,TH7707,2012,971,971,509,524,524
TH77,TH7707,2013,692,692,356,514,514
TH77,TH7707,2014,594,594,309,520,520
TH77,TH7707,2015,505,505,269,533,533
TH77,TH7707,2016,750,750,405,540,540
TH77,TH7707,2017,596,596,328,550,550
TH77,TH7707,2018,630,615,349,554,567
TH77,TH7707,2020,536,536,301,562,562
TH77,TH7708,2012,10820,10708,6029,557,563
TH77,TH7708,2013,11096,10721,6014,542,561
TH77,TH7708,2014,11179,10653,6040,540,567
TH77,TH7708,2015,6440,6169,3455,536,560
TH77,TH7708,2016,3083,3056,1659,538,543
TH77,TH7708,2017,3010,2970,1660,551,559
TH77,TH7708,2018,6395,6337,3790,593,598
TH80,TH8001,2012,33900,33222,14518,428,437
TH80,TH8001,2013,31928,31189,13723,430,440
TH80,TH8001,2014,28067,27838,12110,431,435
TH80,TH8001,2015,27066,26845,11731,433,437
TH80,TH8001,2016,21695,20719,9220,425,445
TH80,TH8001,2017,17629,17086,7825,444,458
TH80,TH8001,2018,16417,16375,7696,469,470
TH80,TH8001,2020,18169,18149,8457,465,466
TH80,TH8002,2012,4129,4055,1545,374,381
TH80,TH8002,2013,3682,3666,1404,381,383
TH80,TH8002,2014,2473,2461,888,359,361
TH80,TH8002,2015,2046,2036,753,368,370
TH80,TH8002,2016,1822,1757,671,368,382
TH80,TH8002,2017,1536,1525,622,405,408
TH80,TH8002,2018,1486,1486,591,398,398
TH80,TH8002,2020,1343,1343,524,390,390
TH80,TH8003,2012,1709,1698,647,379,381
TH80,TH8003,2013,1605,1589,620,386,390
TH80,TH8003,2014,1159,1149,393,339,342
TH80,TH8003,2015,1063,1054,387,364,367
TH80,TH8003,2016,1066,1048,410,385,391
TH80,TH8003,2017,987,981,388,393,396
TH80,TH8003,2018,971,971,386,398,398
TH80,TH8003,2020,799,799,313,392,392
TH80,TH8004,2012,2544,2529,738,290,292
TH80,TH8004,2013,2093,2082,660,315,317
TH80,TH8004,2014,2057,2042,615,299,301
TH80,TH8004,2015,2277,2260,689,303,305
TH80,TH8004,2016,1877,1851,568,303,307
TH80,TH8004,2017,1451,1428,476,328,333
TH80,TH8004,2018,844,844,284,336,336
TH80,TH8004,2020,1295,1295,423,327,327
TH80,TH8005,2012,854,848,250,293,295
TH80,TH8005,2013,726,724,225,310,311
TH80,TH8005,2014,551,551,174,316,316
TH80,TH8005,2015,485,485,155,320,320
TH80,TH8005,2016,565,559,183,324,327
TH80,TH8005,2017,502,495,163,325,329
TH80,TH8005,2018,566,566,195,345,345
TH80,TH8005,2020,380,380,134,353,353
TH80,TH8006,2012,65044,63743,29449,453,462
TH80,TH8006,2013,67651,67123,31279,462,466
TH80,TH8006,2014,51753,51366,23217,449,452
TH80,TH8006,2015,49478,49092,23024,465,469
TH80,TH8006,2016,30191,16837,7981,264,474
TH80,TH8006,2017,29338,28968,14049,479,485
TH80,TH8006,2018,35950,35782,16925,471,473
TH80,TH8007,2012,13978,12291,4978,356,405
TH80,TH8007,2013,12653,11309,4603,364,407
TH80,TH8007,2014,10714,10630,4103,383,386
TH80,TH8007,2015,11342,11253,4242,374,377
TH80,TH8007,2016,10936,2600,985,90,379
TH80,TH8007,2017,7291,7018,2765,379,394
TH80,TH8007,2018,6320,6291,2472,391,393
TH80,TH8007,2020,7953,7792,3428,431,440
TH80,TH8008,2012,7292,7084,2819,387,398
TH80,TH8008,2013,7437,7025,2754,370,392
TH80,TH8008,2014,8898,8840,3359,378,380
TH80,TH8008,2015,8624,8561,3296,382,385
TH80,TH8008,2016,7895,7434,2892,366,389
TH80,TH8008,2017,6837,6783,2652,388,391
TH80,TH8008,2018,6761,6741,2555,378,379
TH80,TH8009,2012,845,837,333,394,398
TH80,TH8009,2013,579,560,225,389,402
TH80,TH8009,2014,485,485,172,355,355
TH80,TH8009,2015,539,539,198,367,367
TH80,TH8009,2016,736,665,245,333,368
TH80,TH8009,2017,581,581,209,360,360
TH80,TH8009,2018,685,685,244,356,356
TH80,TH8010,2012,375,375,149,397,397
TH80,TH8010,2013,345,345,137,397,397
TH80,TH8010,2014,235,235,77,328,328
TH80,TH8010,2015,230,230,79,343,343
TH80,TH8010,2016,140,140,48,343,343
TH80,TH8010,2017,123,123,45,366,366
TH80,TH8010,2018,94,94,35,372,372
TH80,TH8010,2020,530,530,187,353,353
TH80,TH8011,2012,868,868,336,387,387
TH80,TH8011,2013,785,780,301,383,386
TH80,TH8011,2014,796,796,234,294,294
TH80,TH8011,2015,264,264,79,299,299
TH80,TH8011,2016,465,264,81,174,307
TH80,TH8011,2017,373,373,113,303,303
TH80,TH8011,2018,454,454,145,319,319
TH80,TH8012,2012,62080,60838,30967,499,509
TH80,TH8012,2013,59405,58317,28984,488,497
TH80,TH8012,2014,58996,58413,28447,482,487
TH80,TH8012,2015,53596,53066,26002,485,490
TH80,TH8012,2016,37941,35183,17345,457,493
TH80,TH8012,2017,36443,35707,17675,485,495
TH80,TH8012,2018,50121,50076,24387,487,487
TH80,TH8012,2020,42033,41833,20917,498,500
TH80,TH8013,2012,9292,8270,3043,327,368
TH80,TH8013,2013,8706,8289,2992,344,361
TH80,TH8013,2014,7609,7542,2640,347,350
TH80,TH8013,2015,7463,7397,2648,355,358
TH80,TH8013,2016,7236,6169,2227,308,361
TH80,TH8013,2017,6513,6349,2343,360,369
TH80,TH8013,2018,6199,6066,2257,364,372
TH80,TH8014,2012,3411,3225,1177,345,365
TH80,TH8014,2013,3025,2960,1086,359,367
TH80,TH8014,2014,2204,2192,728,330,332
TH80,TH8014,2015,2235,2223,756,338,340
TH80,TH8014,2016,590,577,199,337,345
TH80,TH8014,2017,442,442,149,337,337
TH80,TH8014,2018,185,185,63,341,341
TH80,TH8014,2020,158,158,60,380,380
TH80,TH8015,2012,201,201,55,274,274
TH80,TH8015,2013,162,162,49,302,302
TH80,TH8015,2014,136,136,41,301,301
TH80,TH8015,2015,112,112,34,304,304
TH80,TH8015,2016,136,136,42,309,309
TH80,TH8015,2017,129,123,38,295,309
TH80,TH8015,2018,185,185,59,319,319
TH80,TH8015,2020,134,134,45,336,336
TH80,TH8016,2012,82479,80829,40657,493,503
TH80,TH8016,2013,78836,77201,38678,491,501
TH80,TH8016,2014,77953,77200,37442,480,485
TH80,TH8016,2015,78872,78110,37493,475,480
TH80,TH8016,2016,65215,61187,31817,488,520
TH80,TH8016,2017,60722,59512,31065,512,522
TH80,TH8016,2018,81295,80720,42620,524,528
TH80,TH8016,2020,83036,81203,44499,536,548
TH80,TH8017,2012,202,202,69,342,342
TH80,TH8017,2013,200,200,69,345,345
TH80,TH8017,2014,43,43,14,326,326
TH80,TH8017,2015,41,41,14,341,341
TH80,TH8017,2016,83,83,29,349,349
TH80,TH8017,2017,65,65,21,323,323
TH80,TH8017,2018,86,86,29,337,337
TH80,TH8017,2020,4707,4683,1564,332,334
TH80,TH8018,2012,474,474,140,295,295
TH80,TH8018,2013,319,319,105,329,329
TH80,TH8018,2014,340,340,106,312,312
TH80,TH8018,2015,287,287,92,321,321
TH80,TH8018,2016,287,287,93,324,324
TH80,TH8018,2017,184,184,60,326,326
TH80,TH8018,2018,140,140,45,321,321
TH80,TH8019,2012,10448,10448,3782,362,362
TH80,TH8019,2013,9971,9704,3493,350,360
TH80,TH8019,2014,10332,10272,3513,340,342
TH80,TH8019,2015,11803,11634,4049,343,348
TH80,TH8019,2016,9336,9006,3179,341,353
TH80,TH8019,2017,8516,8272,2953,347,357
TH80,TH8019,2018,8792,8695,3173,361,365
TH80,TH8020,2012,6236,6186,2462,395,398
TH80,TH8020,2013,6123,5996,2374,388,396
TH80,TH8020,2014,5823,5770,2239,385,388
TH80,TH8020,2015,6042,6014,2388,395,397
TH80,TH8020,2016,4651,3770,1512,325,401
TH80,TH8020,2017,4281,4165,1695,396,407
TH80,TH8020,2018,4248,4248,1737,409,409
TH80,TH8020,2020,4204,4087,1639,390,401
TH80,TH8021,2012,221,221,84,380,380
TH80,TH8021,2013,202,202,77,381,381
TH80,TH8021,2014,137,137,44,321,321
TH80,TH8021,2015,120,120,40,333,333
TH80,TH8021,2016,120,120,41,342,342
TH80,TH8021,2017,117,117,41,350,350
TH80,TH8021,2018,82,82,25,305,305
TH80,TH8021,2020,29,29,10,345,345
TH80,TH8022,2012,70,70,27,386,386
TH80,TH8022,2013,70,70,27,386,386
TH80,TH8022,2014,47,47,16,340,340
TH80,TH8022,2015,50,50,18,360,360
TH80,TH8022,2016,62,62,22,355,355
TH80,TH8022,2017,47,47,18,383,383
TH80,TH8022,2018,402,402,153,381,381
TH80,TH8022,2020,267,257,96,360,374
TH80,TH8023,2012,24783,23048,11017,445,478
TH80,TH8023,2013,26904,26121,11990,446,459
TH80,TH8023,2014,24614,24434,10971,446,449
TH80,TH8023,2015,23950,23760,10692,446,450
TH80,TH8023,2016,17875,17130,8154,456,476
TH80,TH8023,2017,15479,15315,7367,476,481
TH80,TH8023,2018,29792,29672,14065,472,474
TH80,TH8023,2020,28365,28171,13747,485,488
TH81,TH8101,2012,1011,1011,356,352,352
TH81,TH8101,2013,750,748,246,328,329
TH81,TH8101,2014,595,590,195,328,331
TH81,TH8101,2015,610,603,197,323,327
TH81,TH8101,2016,527,520,167,317,321
TH81,TH8101,2017,577,396,116,201,293
TH81,TH8101,2018,255,255,78,306,306
TH81,TH8101,2020,3110,3107,945,304,304
TH81,TH8102,2012,200,200,67,335,335
TH81,TH8102,2013,790,780,218,276,279
TH81,TH8102,2014,1500,1495,438,292,293
TH81,TH8102,2015,1520,1503,452,297,301
TH81,TH8102,2016,1036,1027,358,346,349
TH81,TH8102,2017,1472,1472,436,296,296
TH81,TH8102,2018,1091,1087,317,291,292
TH81,TH8102,2020,2526,2517,770,305,306
TH81,TH8103,2012,1066,1066,362,340,340
TH81,TH8103,2013,1878,1790,552,294,308
TH81,TH8103,2014,1647,1637,499,303,305
TH81,TH8103,2015,1658,1639,518,312,316
TH81,TH8103,2016,1639,1616,504,308,312
TH81,TH8103,2017,1666,869,203,122,234
TH81,TH8103,2018,1512,1484,469,310,316
TH81,TH8103,2020,1259,1259,376,299,299
TH81,TH8104,2012,392,392,131,334,334
TH81,TH8104,2013,524,511,145,277,284
TH81,TH8104,2014,1476,1471,425,288,289
TH81,TH8104,2015,1563,1550,454,290,293
TH81,TH8104,2016,1090,1083,345,317,319
TH81,TH8104,2017,1177,1177,375,319,319
TH81,TH8104,2018,1012,1007,324,320,322
TH81,TH8104,2020,1135,1135,350,308,308
TH81,TH8105,2014,200,200,57,285,285
TH81,TH8105,2015,232,230,66,284,287
TH81,TH8105,2016,209,209,61,292,292
TH81,TH8105,2017,43,43,13,302,302
TH81,TH8105,2018,32,32,9,281,281
TH81,TH8106,2012,145,145,60,414,414
TH81,TH8106,2013,136,136,56,412,412
TH81,TH8106,2014,82,82,33,402,402
TH81,TH8106,2015,82,82,33,402,402
TH81,TH8106,2016,42,42,17,405,405
TH81,TH8106,2017,157,157,51,325,325
TH81,TH8106,2018,260,260,94,362,362
TH81,TH8106,2020,136,136,51,375,375
TH81,TH8107,2012,27,27,9,333,333
TH81,TH8107,2014,150,150,42,280,280
TH81,TH8107,2015,155,155,44,284,284
TH81,TH8107,2017,47,47,14,298,298
TH81,TH8107,2020,72,72,22,306,306
TH81,TH8108,2012,411,411,140,341,341
TH81,TH8108,2013,945,943,329,348,349
TH81,TH8108,2014,832,824,290,349,352
TH81,TH8108,2015,838,829,290,346,350
TH81,TH8108,2016,831,816,277,333,339
TH81,TH8108,2017,334,334,101,302,302
TH81,TH8108,2018,364,364,112,308,308
TH81,TH8108,2020,317,317,102,322,322
TH82,TH8201,2012,125,125,43,344,344
TH82,TH8201,2013,80,80,29,363,363
TH82,TH8201,2014,80,75,27,338,360
TH82,TH8201,2015,79,74,26,329,351
TH82,TH8201,2016,160,160,57,356,356
TH82,TH8201,2017,594,594,215,362,362
TH82,TH8201,2018,380,376,120,316,319
TH82,TH8201,2020,523,523,178,340,340
TH82,TH8202,2012,964,964,301,312,312
TH82,TH8202,2013,965,916,294,305,321
TH82,TH8202,2014,954,944,301,316,319
TH82,TH8202,2015,924,924,277,300,300
TH82,TH8202,2016,931,915,255,274,279
TH82,TH8202,2017,931,919,244,262,266
TH82,TH8202,2018,940,940,352,374,374
TH82,TH8202,2020,640,640,246,384,384
TH82,TH8204,2016,15,15,5,333,333
TH82,TH8204,2017,20,20,7,350,350
TH82,TH8204,2018,208,208,67,322,322
TH82,TH8207,2012,18,18,6,350,350
TH82,TH8207,2013,18,18,7,389,389
TH82,TH8207,2014,15,15,6,400,400
TH82,TH8207,2015,10,10,250,250,250
TH82,TH8207,2016,9,9,3,333,333
TH82,TH8207,2017,259,259,87,336,336
TH82,TH8207,2018,773,773,243,314,314
TH82,TH8207,2020,790,790,259,328,328
TH82,TH8208,2012,611,611,202,331,331
TH82,TH8208,2013,548,518,175,319,338
TH82,TH8208,2014,355,355,119,335,335
TH82,TH8208,2015,345,345,117,339,339
TH82,TH8208,2016,862,862,296,343,343
TH82,TH8208,2017,844,839,290,344,346
TH82,TH8208,2018,833,833,259,311,311
TH83,TH8301,2013,2,2,1,500,500
TH83,TH8301,2020,5,5,2,400,400
TH83,TH8303,2012,69,69,34,493,493
TH83,TH8303,2013,63,63,31,492,492
TH83,TH8303,2014,63,62,31,492,500
TH83,TH8303,2015,69,68,34,493,500
TH83,TH8303,2016,72,72,35,486,486
TH83,TH8303,2017,63,63,31,492,492
TH83,TH8303,2018,64,64,32,500,500
TH83,TH8303,2020,64,64,32,500,500
TH84,TH8401,2012,98,98,36,367,367
TH84,TH8401,2013,90,90,33,367,367
TH84,TH8401,2014,48,48,18,375,375
TH84,TH8401,2015,70,56,15,214,268
TH84,TH8401,2016,70,70,21,300,300
TH84,TH8401,2017,45,45,12,267,267
TH84,TH8401,2018,50,40,11,220,275
TH84,TH8402,2012,172,166,59,343,355
TH84,TH8402,2013,165,162,58,352,358
TH84,TH8402,2014,156,156,56,359,359
TH84,TH8402,2017,540,540,131,243,243
TH84,TH8402,2018,172,172,43,250,250
TH84,TH8403,2016,34,34,9,265,265
TH84,TH8403,2017,100,100,27,270,270
TH84,TH8403,2020,9,9,4,444,444
TH84,TH8405,2020,2,2,1,500,500
TH84,TH8406,2012,4612,4474,1776,385,397
TH84,TH8406,2013,4420,4382,1757,398,401
TH84,TH8406,2014,4199,4174,1653,394,396
TH84,TH8406,2015,3606,3606,1641,455,455
TH84,TH8406,2016,3646,3435,1546,424,450
TH84,TH8406,2017,3765,3745,1775,471,474
TH84,TH8406,2018,3027,2926,1328,439,454
TH84,TH8406,2020,2278,2253,962,422,427
TH84,TH8407,2014,100,100,35,350,350
TH84,TH8407,2017,230,230,58,252,252
TH84,TH8408,2012,256,254,75,293,295
TH84,TH8408,2013,250,250,83,332,332
TH84,TH8408,2014,185,185,48,259,259
TH84,TH8408,2015,250,250,79,316,316
TH84,TH8408,2016,201,201,63,313,313
TH84,TH8408,2017,415,415,147,354,354
TH84,TH8408,2018,250,250,140,560,560
TH84,TH8408,2020,1320,1320,492,373,373
TH84,TH8409,2017,40,40,10,250,250
TH84,TH8409,2018,21,21,5,238,238
TH84,TH8409,2020,318,318,86,270,270
TH84,TH8410,2014,80,80,20,250,250
TH84,TH8410,2016,140,140,41,293,293
TH84,TH8410,2017,670,670,190,284,284
TH84,TH8410,2018,71,71,18,254,254
TH84,TH8410,2020,306,296,83,271,280
TH84,TH8411,2012,1335,1199,506,379,422
TH84,TH8411,2013,1304,1289,562,431,436
TH84,TH8411,2014,817,814,346,424,425
TH84,TH8411,2015,366,366,154,421,421
TH84,TH8411,2016,354,354,146,412,412
TH84,TH8411,2017,441,441,176,399,399
TH84,TH8411,2018,420,378,157,374,415
TH84,TH8412,2017,250,250,66,264,264
TH84,TH8412,2018,61,61,16,262,262
TH84,TH8412,2020,2268,2258,677,299,300
TH84,TH8413,2017,100,100,27,270,270
TH84,TH8413,2018,100,100,27,270,270
TH84,TH8414,2012,60,60,16,267,267
TH84,TH8414,2013,55,55,15,273,273
TH84,TH8414,2014,72,72,18,250,250
TH84,TH8414,2015,72,72,19,264,264
TH84,TH8414,2016,256,256,65,254,254
TH84,TH8414,2017,533,533,132,248,248
TH84,TH8414,2018,509,509,126,248,248
TH84,TH8414,2020,7400,7400,1857,251,251
TH84,TH8415,2012,57,57,12,211,211
TH84,TH8415,2013,82,82,21,256,256
TH84,TH8415,2014,112,112,28,250,250
TH84,TH8415,2016,82,82,20,244,244
TH84,TH8415,2017,428,428,101,236,236
TH84,TH8415,2018,398,398,87,219,219
TH84,TH8415,2020,3262,3242,882,270,272
TH84,TH8416,2012,213,212,63,296,297
TH84,TH8416,2013,200,198,60,300,303
TH84,TH8416,2014,230,230,58,252,252
TH84,TH8416,2016,572,572,169,295,295
TH84,TH8416,2017,630,630,175,278,278
TH84,TH8416,2018,516,516,141,273,273
TH84,TH8416,2020,6709,6709,1899,283,283
TH84,TH8417,2012,988,958,309,313,323
TH84,TH8417,2013,825,758,276,335,364
TH84,TH8417,2014,1022,1019,387,379,380
TH84,TH8417,2015,931,931,411,441,441
TH84,TH8417,2016,480,352,149,310,423
TH84,TH8417,2017,1386,1374,588,424,428
TH84,TH8417,2018,1436,1420,604,421,425
TH84,TH8417,2020,3300,3297,1065,323,323
TH84,TH8418,2017,440,440,122,277,277
TH84,TH8418,2018,1166,1166,296,254,254
TH84,TH8418,2020,2931,2931,853,291,291
TH84,TH8419,2017,80,80,21,263,263
TH84,TH8419,2018,65,65,17,262,262
TH84,TH8419,2020,229,229,62,271,271
TH85,TH8502,2012,39,39,12,308,308
TH85,TH8502,2013,46,45,14,304,311
TH85,TH8502,2014,69,69,21,304,304
TH85,TH8502,2015,42,42,13,310,310
TH85,TH8502,2016,16,16,5,313,313
TH85,TH8502,2017,22,22,7,318,318
TH85,TH8502,2018,16,16,5,313,313
TH85,TH8502,2020,6,6,2,333,333
TH85,TH8503,2014,20,20,6,300,300
TH85,TH8503,2015,21,20,6,286,300
TH85,TH8503,2016,22,22,7,318,318
TH85,TH8503,2017,18,18,6,333,333
TH85,TH8503,2018,34,34,13,382,382
TH85,TH8504,2012,635,635,216,340,340
TH85,TH8504,2013,734,727,246,335,338
TH85,TH8504,2014,1022,1010,341,334,338
TH85,TH8504,2015,987,975,336,340,345
TH85,TH8504,2016,575,567,188,327,332
TH85,TH8504,2017,534,526,180,337,342
TH85,TH8504,2018,556,556,209,376,376
TH85,TH8504,2020,636,636,239,376,376
TH85,TH8505,2012,98,98,28,286,286
TH85,TH8505,2013,85,85,26,306,306
TH85,TH8505,2014,60,60,19,317,317
TH85,TH8505,2015,50,50,16,320,320
TH85,TH8505,2016,51,51,16,314,314
TH85,TH8505,2017,43,43,13,302,302
